ID_ND	Database	PubMLST_id	NCBI_assembly_accession	Species	Isolate Name	Aliases	Country	Continent	Region	Source	Year	Source_harmonized
ND_NC1887	NCBI	NA	GCA_033942625.1	Cronobacter sakazakii	CFSAN135049	PDT001996854.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1888	NCBI	NA	GCA_033942645.1	Cronobacter sakazakii	CFSAN135138	PDT001996856.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1889	NCBI	NA	GCA_033942665.1	Cronobacter sakazakii	CFSAN135137	PDT001996209.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1890	NCBI	NA	GCA_033942685.1	Cronobacter sakazakii	CFSAN135061	PDT001996206.1	USA	North America	NA	seeds	2023	Food and Food Ingredients
ND_NC1891	NCBI	NA	GCA_033942705.1	Cronobacter sakazakii	CFSAN135050	PDT001996208.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1892	NCBI	NA	GCA_033942725.1	Cronobacter sakazakii	CFSAN135063	PDT001996207.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1893	NCBI	NA	GCA_033942745.1	Cronobacter sakazakii	CFSAN135062	PDT001996205.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1894	NCBI	NA	GCA_033942765.1	Cronobacter sakazakii	CFSAN134936	PDT001996204.1	USA	North America	NA	vacuum dust floor sweepings	2023	Environmental Samples
ND_NC1895	NCBI	NA	GCA_033942785.1	Cronobacter sakazakii	CFSAN135139	PDT001996203.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1896	NCBI	NA	GCA_033942805.1	Cronobacter sakazakii	CFSAN134966	PDT001996202.1	USA	North America	NA	kitchen sponge	2023	Environmental Samples
ND_NC1897	NCBI	NA	GCA_033942825.1	Cronobacter sakazakii	CFSAN135064	PDT001996201.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1898	NCBI	NA	GCA_033942925.1	Cronobacter sakazakii	CFSAN134807	PDT001996194.1	USA	North America	NA	pet food	2023	Food and Food Ingredients
ND_NC1899	NCBI	NA	GCA_033943025.1	Cronobacter sakazakii	CFSAN135136	PDT001996190.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1900	NCBI	NA	GCA_033943065.1	Cronobacter sakazakii	CFSAN135059	PDT001996189.1	USA	North America	NA	botanical nutraceutical supplement	2023	Animal and Biological Sources
ND_NC1901	NCBI	NA	GCA_033943105.1	Cronobacter sakazakii	CFSAN134937	PDT001996186.1	USA	North America	NA	kitchen floor	2023	Environmental Samples
ND_NC1902	NCBI	NA	GCA_033943125.1	Cronobacter sakazakii	CFSAN134970	PDT001996184.1	USA	North America	NA	vacuum dust floor sweepings	2023	Environmental Samples
ND_NC1903	NCBI	NA	GCA_033943145.1	Cronobacter sakazakii	CFSAN135143	PDT001996181.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1904	NCBI	NA	GCA_033943165.1	Cronobacter sakazakii	CFSAN135058	PDT001996183.1	USA	North America	NA	seeds	2023	Food and Food Ingredients
ND_NC1905	NCBI	NA	GCA_033943185.1	Cronobacter sakazakii	CFSAN135141	PDT001996182.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1906	NCBI	NA	GCA_033943205.1	Cronobacter sakazakii	CFSAN135057	PDT001996179.1	USA	North America	NA	seeds	2023	Food and Food Ingredients
ND_NC1907	NCBI	NA	GCA_033943225.1	Cronobacter sakazakii	CFSAN135044	PDT001996180.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1908	NCBI	NA	GCA_033943245.1	Cronobacter sakazakii	CFSAN135045	PDT001996177.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1909	NCBI	NA	GCA_033943605.1	Cronobacter sakazakii	CFSAN135055	PDT001996141.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1910	NCBI	NA	GCA_033943645.1	Cronobacter sakazakii	CFSAN135046	PDT001996140.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1911	NCBI	NA	GCA_033943665.1	Cronobacter sakazakii	CFSAN134964	PDT001996138.1	USA	North America	NA	vacuum dust floor sweepings	2023	Environmental Samples
ND_NC1912	NCBI	NA	GCA_033943685.1	Cronobacter sakazakii	CFSAN135047	PDT001996139.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1913	NCBI	NA	GCA_033943725.1	Cronobacter sakazakii	CFSAN135053	PDT001996136.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1914	NCBI	NA	GCA_033943765.1	Cronobacter sakazakii	CFSAN135054	PDT001996134.1	USA	North America	NA	grain	2023	Food and Food Ingredients
ND_NC1915	NCBI	NA	GCA_033943785.1	Cronobacter sakazakii	CFSAN134963	PDT001996133.1	USA	North America	NA	kitchen sink	2023	Environmental Samples
ND_NC1916	NCBI	NA	GCA_033943805.1	Cronobacter sakazakii	CFSAN135144	PDT001996132.1	USA	North America	NA	grain	2023	Food and Food Ingredients
